=== Agent Install Log ===
=== Agent Compile Log ===
=== Agent Error Log ===
[2021-09-23 20:14:27,664] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,362] CRITICAL: Unknown resource Cell (1, 15) |Resource | wood | 430 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,362] CRITICAL: Unknown resource Cell (1, 16) |Resource | wood | 700 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,362] CRITICAL: Unknown resource Cell (3, 0) |Resource | wood | 427 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,362] CRITICAL: Unknown resource Cell (3, 2) |Resource | wood | 350 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,362] CRITICAL: Unknown resource Cell (3, 21) |Resource | wood | 350 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,362] CRITICAL: Unknown resource Cell (3, 23) |Resource | wood | 427 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,362] CRITICAL: Unknown resource Cell (4, 0) |Resource | wood | 355 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,362] CRITICAL: Unknown resource Cell (4, 1) |Resource | wood | 399 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,362] CRITICAL: Unknown resource Cell (4, 22) |Resource | wood | 399 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,362] CRITICAL: Unknown resource Cell (4, 23) |Resource | wood | 355 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,362] CRITICAL: Unknown resource Cell (5, 0) |Resource | wood | 355 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,362] CRITICAL: Unknown resource Cell (5, 1) |Resource | wood | 387 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,362] CRITICAL: Unknown resource Cell (5, 22) |Resource | wood | 387 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,362] CRITICAL: Unknown resource Cell (5, 23) |Resource | wood | 355 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,362] CRITICAL: Unknown resource Cell (12, 11) |Resource | wood | 343 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,362] CRITICAL: Unknown resource Cell (12, 12) |Resource | wood | 343 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,363] CRITICAL: Unknown resource Cell (13, 11) |Resource | wood | 353 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,363] CRITICAL: Unknown resource Cell (13, 12) |Resource | wood | 353 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,363] CRITICAL: Unknown resource Cell (15, 0) |Resource | wood | 397 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,363] CRITICAL: Unknown resource Cell (15, 23) |Resource | wood | 397 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,363] CRITICAL: Unknown resource Cell (22, 8) |Resource | wood | 435 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,363] CRITICAL: Unknown resource Cell (22, 9) |Resource | wood | 450 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,363] CRITICAL: Unknown resource Cell (22, 14) |Resource | wood | 450 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,363] CRITICAL: Unknown resource Cell (22, 15) |Resource | wood | 435 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,363] CRITICAL: Unknown resource Cell (23, 8) |Resource | wood | 389 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,363] CRITICAL: Unknown resource Cell (23, 9) |Resource | wood | 393 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,363] CRITICAL: Unknown resource Cell (23, 10) |Resource | wood | 344 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,363] CRITICAL: Unknown resource Cell (23, 13) |Resource | wood | 344 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,363] CRITICAL: Unknown resource Cell (23, 14) |Resource | wood | 393 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,363] CRITICAL: Unknown resource Cell (23, 15) |Resource | wood | 389 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,509] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 680 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,509] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,509] CRITICAL: Unknown resource Cell (0, 9) |Resource | wood | 366 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,509] CRITICAL: Unknown resource Cell (0, 14) |Resource | wood | 366 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,509] CRITICAL: Unknown resource Cell (0, 16) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,509] CRITICAL: Unknown resource Cell (0, 17) |Resource | wood | 680 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,509] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 680 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,509] CRITICAL: Unknown resource Cell (1, 8) |Resource | wood | 441 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,509] CRITICAL: Unknown resource Cell (1, 9) |Resource | wood | 406 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,509] CRITICAL: Unknown resource Cell (1, 14) |Resource | wood | 406 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,509] CRITICAL: Unknown resource Cell (1, 15) |Resource | wood | 441 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,509] CRITICAL: Unknown resource Cell (1, 16) |Resource | wood | 680 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,509] CRITICAL: Unknown resource Cell (3, 0) |Resource | wood | 438 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,509] CRITICAL: Unknown resource Cell (3, 2) |Resource | wood | 359 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,509] CRITICAL: Unknown resource Cell (3, 21) |Resource | wood | 359 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,509] CRITICAL: Unknown resource Cell (3, 23) |Resource | wood | 438 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,509] CRITICAL: Unknown resource Cell (4, 0) |Resource | wood | 364 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,509] CRITICAL: Unknown resource Cell (4, 1) |Resource | wood | 409 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,509] CRITICAL: Unknown resource Cell (4, 22) |Resource | wood | 409 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,509] CRITICAL: Unknown resource Cell (4, 23) |Resource | wood | 364 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,509] CRITICAL: Unknown resource Cell (5, 0) |Resource | wood | 364 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,509] CRITICAL: Unknown resource Cell (5, 1) |Resource | wood | 397 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,509] CRITICAL: Unknown resource Cell (5, 22) |Resource | wood | 397 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,509] CRITICAL: Unknown resource Cell (5, 23) |Resource | wood | 364 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,509] CRITICAL: Unknown resource Cell (12, 11) |Resource | wood | 352 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,510] CRITICAL: Unknown resource Cell (12, 12) |Resource | wood | 352 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,510] CRITICAL: Unknown resource Cell (13, 11) |Resource | wood | 362 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,510] CRITICAL: Unknown resource Cell (13, 12) |Resource | wood | 362 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,510] CRITICAL: Unknown resource Cell (15, 0) |Resource | wood | 407 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,510] CRITICAL: Unknown resource Cell (15, 23) |Resource | wood | 407 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,510] CRITICAL: Unknown resource Cell (22, 8) |Resource | wood | 446 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,510] CRITICAL: Unknown resource Cell (22, 9) |Resource | wood | 462 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,510] CRITICAL: Unknown resource Cell (22, 14) |Resource | wood | 462 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,510] CRITICAL: Unknown resource Cell (22, 15) |Resource | wood | 446 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,510] CRITICAL: Unknown resource Cell (23, 8) |Resource | wood | 399 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,510] CRITICAL: Unknown resource Cell (23, 9) |Resource | wood | 403 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,510] CRITICAL: Unknown resource Cell (23, 10) |Resource | wood | 353 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,510] CRITICAL: Unknown resource Cell (23, 13) |Resource | wood | 353 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,510] CRITICAL: Unknown resource Cell (23, 14) |Resource | wood | 403 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,510] CRITICAL: Unknown resource Cell (23, 15) |Resource | wood | 399 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,655] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 660 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,655] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,655] CRITICAL: Unknown resource Cell (0, 9) |Resource | wood | 376 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,655] CRITICAL: Unknown resource Cell (0, 14) |Resource | wood | 376 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,655] CRITICAL: Unknown resource Cell (0, 16) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,655] CRITICAL: Unknown resource Cell (0, 17) |Resource | wood | 660 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,655] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 660 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,655] CRITICAL: Unknown resource Cell (1, 8) |Resource | wood | 453 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,655] CRITICAL: Unknown resource Cell (1, 9) |Resource | wood | 417 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,655] CRITICAL: Unknown resource Cell (1, 14) |Resource | wood | 417 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,655] CRITICAL: Unknown resource Cell (1, 15) |Resource | wood | 453 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,655] CRITICAL: Unknown resource Cell (1, 16) |Resource | wood | 660 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,655] CRITICAL: Unknown resource Cell (3, 0) |Resource | wood | 449 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,655] CRITICAL: Unknown resource Cell (3, 2) |Resource | wood | 368 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,655] CRITICAL: Unknown resource Cell (3, 21) |Resource | wood | 368 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,655] CRITICAL: Unknown resource Cell (3, 23) |Resource | wood | 449 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,655] CRITICAL: Unknown resource Cell (4, 0) |Resource | wood | 374 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,655] CRITICAL: Unknown resource Cell (4, 1) |Resource | wood | 420 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,656] CRITICAL: Unknown resource Cell (4, 22) |Resource | wood | 420 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,656] CRITICAL: Unknown resource Cell (4, 23) |Resource | wood | 374 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,656] CRITICAL: Unknown resource Cell (5, 0) |Resource | wood | 374 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,656] CRITICAL: Unknown resource Cell (5, 1) |Resource | wood | 407 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,656] CRITICAL: Unknown resource Cell (5, 22) |Resource | wood | 407 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,656] CRITICAL: Unknown resource Cell (5, 23) |Resource | wood | 374 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,656] CRITICAL: Unknown resource Cell (12, 11) |Resource | wood | 361 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,656] CRITICAL: Unknown resource Cell (12, 12) |Resource | wood | 361 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,656] CRITICAL: Unknown resource Cell (13, 11) |Resource | wood | 372 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,656] CRITICAL: Unknown resource Cell (13, 12) |Resource | wood | 372 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,656] CRITICAL: Unknown resource Cell (15, 0) |Resource | wood | 418 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,656] CRITICAL: Unknown resource Cell (15, 23) |Resource | wood | 418 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,656] CRITICAL: Unknown resource Cell (22, 8) |Resource | wood | 458 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,656] CRITICAL: Unknown resource Cell (22, 9) |Resource | wood | 474 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,656] CRITICAL: Unknown resource Cell (22, 14) |Resource | wood | 474 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,656] CRITICAL: Unknown resource Cell (22, 15) |Resource | wood | 458 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,656] CRITICAL: Unknown resource Cell (23, 8) |Resource | wood | 409 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,656] CRITICAL: Unknown resource Cell (23, 9) |Resource | wood | 414 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,656] CRITICAL: Unknown resource Cell (23, 10) |Resource | wood | 362 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,656] CRITICAL: Unknown resource Cell (23, 13) |Resource | wood | 362 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,656] CRITICAL: Unknown resource Cell (23, 14) |Resource | wood | 414 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,656] CRITICAL: Unknown resource Cell (23, 15) |Resource | wood | 409 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,800] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 640 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,800] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,800] CRITICAL: Unknown resource Cell (0, 9) |Resource | wood | 386 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,800] CRITICAL: Unknown resource Cell (0, 14) |Resource | wood | 386 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,800] CRITICAL: Unknown resource Cell (0, 16) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,800] CRITICAL: Unknown resource Cell (0, 17) |Resource | wood | 640 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,800] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 640 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,800] CRITICAL: Unknown resource Cell (1, 8) |Resource | wood | 465 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,800] CRITICAL: Unknown resource Cell (1, 9) |Resource | wood | 428 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,800] CRITICAL: Unknown resource Cell (1, 14) |Resource | wood | 428 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,800] CRITICAL: Unknown resource Cell (1, 15) |Resource | wood | 465 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,801] CRITICAL: Unknown resource Cell (1, 16) |Resource | wood | 640 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,801] CRITICAL: Unknown resource Cell (3, 0) |Resource | wood | 461 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,801] CRITICAL: Unknown resource Cell (3, 2) |Resource | wood | 378 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,801] CRITICAL: Unknown resource Cell (3, 21) |Resource | wood | 378 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,801] CRITICAL: Unknown resource Cell (3, 23) |Resource | wood | 461 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,801] CRITICAL: Unknown resource Cell (4, 0) |Resource | wood | 384 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,801] CRITICAL: Unknown resource Cell (4, 1) |Resource | wood | 431 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,801] CRITICAL: Unknown resource Cell (4, 22) |Resource | wood | 431 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,801] CRITICAL: Unknown resource Cell (4, 23) |Resource | wood | 384 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,801] CRITICAL: Unknown resource Cell (5, 0) |Resource | wood | 384 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,801] CRITICAL: Unknown resource Cell (5, 1) |Resource | wood | 418 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,801] CRITICAL: Unknown resource Cell (5, 22) |Resource | wood | 418 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,801] CRITICAL: Unknown resource Cell (5, 23) |Resource | wood | 384 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,801] CRITICAL: Unknown resource Cell (12, 11) |Resource | wood | 371 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,801] CRITICAL: Unknown resource Cell (12, 12) |Resource | wood | 371 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,801] CRITICAL: Unknown resource Cell (13, 11) |Resource | wood | 382 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,801] CRITICAL: Unknown resource Cell (13, 12) |Resource | wood | 382 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,801] CRITICAL: Unknown resource Cell (15, 0) |Resource | wood | 429 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,801] CRITICAL: Unknown resource Cell (15, 23) |Resource | wood | 429 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,801] CRITICAL: Unknown resource Cell (22, 8) |Resource | wood | 470 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,801] CRITICAL: Unknown resource Cell (22, 9) |Resource | wood | 486 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,801] CRITICAL: Unknown resource Cell (22, 14) |Resource | wood | 486 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,801] CRITICAL: Unknown resource Cell (22, 15) |Resource | wood | 470 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,801] CRITICAL: Unknown resource Cell (23, 8) |Resource | wood | 420 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,801] CRITICAL: Unknown resource Cell (23, 9) |Resource | wood | 425 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,801] CRITICAL: Unknown resource Cell (23, 10) |Resource | wood | 372 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,801] CRITICAL: Unknown resource Cell (23, 13) |Resource | wood | 372 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,802] CRITICAL: Unknown resource Cell (23, 14) |Resource | wood | 425 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,802] CRITICAL: Unknown resource Cell (23, 15) |Resource | wood | 420 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,947] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 620 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,947] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,947] CRITICAL: Unknown resource Cell (0, 9) |Resource | wood | 396 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,947] CRITICAL: Unknown resource Cell (0, 14) |Resource | wood | 396 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,947] CRITICAL: Unknown resource Cell (0, 16) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,947] CRITICAL: Unknown resource Cell (0, 17) |Resource | wood | 620 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,947] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 620 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,947] CRITICAL: Unknown resource Cell (1, 8) |Resource | wood | 477 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,947] CRITICAL: Unknown resource Cell (1, 9) |Resource | wood | 439 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,947] CRITICAL: Unknown resource Cell (1, 14) |Resource | wood | 439 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,947] CRITICAL: Unknown resource Cell (1, 15) |Resource | wood | 477 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,947] CRITICAL: Unknown resource Cell (1, 16) |Resource | wood | 620 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,947] CRITICAL: Unknown resource Cell (3, 0) |Resource | wood | 473 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,947] CRITICAL: Unknown resource Cell (3, 2) |Resource | wood | 388 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,947] CRITICAL: Unknown resource Cell (3, 21) |Resource | wood | 388 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,947] CRITICAL: Unknown resource Cell (3, 23) |Resource | wood | 473 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,947] CRITICAL: Unknown resource Cell (4, 0) |Resource | wood | 394 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,947] CRITICAL: Unknown resource Cell (4, 1) |Resource | wood | 442 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,947] CRITICAL: Unknown resource Cell (4, 22) |Resource | wood | 442 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,947] CRITICAL: Unknown resource Cell (4, 23) |Resource | wood | 394 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,947] CRITICAL: Unknown resource Cell (5, 0) |Resource | wood | 394 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,947] CRITICAL: Unknown resource Cell (5, 1) |Resource | wood | 429 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,947] CRITICAL: Unknown resource Cell (5, 22) |Resource | wood | 429 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,948] CRITICAL: Unknown resource Cell (5, 23) |Resource | wood | 394 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,948] CRITICAL: Unknown resource Cell (12, 11) |Resource | wood | 381 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,948] CRITICAL: Unknown resource Cell (12, 12) |Resource | wood | 381 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,948] CRITICAL: Unknown resource Cell (13, 11) |Resource | wood | 392 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,948] CRITICAL: Unknown resource Cell (13, 12) |Resource | wood | 392 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,948] CRITICAL: Unknown resource Cell (15, 0) |Resource | wood | 440 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,948] CRITICAL: Unknown resource Cell (15, 23) |Resource | wood | 440 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,948] CRITICAL: Unknown resource Cell (22, 8) |Resource | wood | 482 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,948] CRITICAL: Unknown resource Cell (22, 9) |Resource | wood | 499 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,948] CRITICAL: Unknown resource Cell (22, 14) |Resource | wood | 499 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,948] CRITICAL: Unknown resource Cell (22, 15) |Resource | wood | 482 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,948] CRITICAL: Unknown resource Cell (23, 8) |Resource | wood | 431 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,948] CRITICAL: Unknown resource Cell (23, 9) |Resource | wood | 436 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,948] CRITICAL: Unknown resource Cell (23, 10) |Resource | wood | 382 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,948] CRITICAL: Unknown resource Cell (23, 13) |Resource | wood | 382 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,948] CRITICAL: Unknown resource Cell (23, 14) |Resource | wood | 436 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:28,948] CRITICAL: Unknown resource Cell (23, 15) |Resource | wood | 431 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,086] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 600 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,086] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,086] CRITICAL: Unknown resource Cell (0, 9) |Resource | wood | 406 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,086] CRITICAL: Unknown resource Cell (0, 14) |Resource | wood | 406 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,086] CRITICAL: Unknown resource Cell (0, 16) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,086] CRITICAL: Unknown resource Cell (0, 17) |Resource | wood | 600 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,086] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 600 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,086] CRITICAL: Unknown resource Cell (1, 8) |Resource | wood | 489 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,086] CRITICAL: Unknown resource Cell (1, 9) |Resource | wood | 450 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,086] CRITICAL: Unknown resource Cell (1, 14) |Resource | wood | 450 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,086] CRITICAL: Unknown resource Cell (1, 15) |Resource | wood | 489 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,086] CRITICAL: Unknown resource Cell (1, 16) |Resource | wood | 600 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,086] CRITICAL: Unknown resource Cell (3, 0) |Resource | wood | 485 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,086] CRITICAL: Unknown resource Cell (3, 2) |Resource | wood | 398 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,086] CRITICAL: Unknown resource Cell (3, 21) |Resource | wood | 398 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,086] CRITICAL: Unknown resource Cell (3, 23) |Resource | wood | 485 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,087] CRITICAL: Unknown resource Cell (4, 0) |Resource | wood | 404 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,087] CRITICAL: Unknown resource Cell (4, 1) |Resource | wood | 454 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,087] CRITICAL: Unknown resource Cell (4, 22) |Resource | wood | 454 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,087] CRITICAL: Unknown resource Cell (4, 23) |Resource | wood | 404 |Road: 0 |, wood, wood, True
