=== Agent Install Log ===
=== Agent Compile Log ===
=== Agent Error Log ===
[2021-09-23 20:10:35,515] CRITICAL: Unknown resource Cell (0, 1) |Resource | wood | 319 |Road: 0 |
[2021-09-23 20:10:36,045] CRITICAL: Unknown resource Cell (5, 13) |Resource | wood | 403 |Road: 0 |
[2021-09-23 20:10:36,045] CRITICAL: Unknown resource Cell (5, 18) |Resource | wood | 403 |Road: 0 |
[2021-09-23 20:10:36,045] CRITICAL: Unknown resource Cell (5, 19) |Resource | wood | 409 |Road: 0 |
[2021-09-23 20:10:36,045] CRITICAL: Unknown resource Cell (6, 12) |Resource | wood | 389 |Road: 0 |
[2021-09-23 20:10:36,045] CRITICAL: Unknown resource Cell (6, 19) |Resource | wood | 389 |Road: 0 |
[2021-09-23 20:10:36,045] CRITICAL: Unknown resource Cell (7, 11) |Resource | wood | 416 |Road: 0 |
[2021-09-23 20:10:36,045] CRITICAL: Unknown resource Cell (7, 20) |Resource | wood | 416 |Road: 0 |
[2021-09-23 20:10:36,045] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:10:36,045] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 720 |Road: 0 |
[2021-09-23 20:10:36,045] CRITICAL: Unknown resource Cell (8, 12) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:10:36,045] CRITICAL: Unknown resource Cell (8, 19) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:10:36,045] CRITICAL: Unknown resource Cell (8, 20) |Resource | wood | 720 |Road: 0 |
[2021-09-23 20:10:36,045] CRITICAL: Unknown resource Cell (8, 21) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:10:36,045] CRITICAL: Unknown resource Cell (12, 10) |Resource | wood | 363 |Road: 0 |
[2021-09-23 20:10:36,045] CRITICAL: Unknown resource Cell (12, 21) |Resource | wood | 363 |Road: 0 |
[2021-09-23 20:10:36,045] CRITICAL: Unknown resource Cell (13, 9) |Resource | wood | 377 |Road: 0 |
[2021-09-23 20:10:36,045] CRITICAL: Unknown resource Cell (13, 10) |Resource | wood | 406 |Road: 0 |
[2021-09-23 20:10:36,046] CRITICAL: Unknown resource Cell (13, 11) |Resource | wood | 429 |Road: 0 |
[2021-09-23 20:10:36,046] CRITICAL: Unknown resource Cell (13, 20) |Resource | wood | 429 |Road: 0 |
[2021-09-23 20:10:36,046] CRITICAL: Unknown resource Cell (13, 21) |Resource | wood | 406 |Road: 0 |
[2021-09-23 20:10:36,046] CRITICAL: Unknown resource Cell (13, 22) |Resource | wood | 377 |Road: 0 |
[2021-09-23 20:10:36,046] CRITICAL: Unknown resource Cell (14, 10) |Resource | wood | 363 |Road: 0 |
[2021-09-23 20:10:36,046] CRITICAL: Unknown resource Cell (14, 11) |Resource | wood | 366 |Road: 0 |
[2021-09-23 20:10:36,046] CRITICAL: Unknown resource Cell (14, 12) |Resource | wood | 362 |Road: 0 |
[2021-09-23 20:10:36,046] CRITICAL: Unknown resource Cell (14, 19) |Resource | wood | 362 |Road: 0 |
[2021-09-23 20:10:36,046] CRITICAL: Unknown resource Cell (14, 20) |Resource | wood | 366 |Road: 0 |
[2021-09-23 20:10:36,046] CRITICAL: Unknown resource Cell (14, 21) |Resource | wood | 363 |Road: 0 |
[2021-09-23 20:10:36,046] CRITICAL: Unknown resource Cell (15, 10) |Resource | wood | 417 |Road: 0 |
[2021-09-23 20:10:36,046] CRITICAL: Unknown resource Cell (15, 11) |Resource | wood | 407 |Road: 0 |
[2021-09-23 20:10:36,046] CRITICAL: Unknown resource Cell (15, 20) |Resource | wood | 407 |Road: 0 |
[2021-09-23 20:10:36,046] CRITICAL: Unknown resource Cell (15, 21) |Resource | wood | 417 |Road: 0 |
[2021-09-23 20:10:36,046] CRITICAL: Unknown resource Cell (16, 12) |Resource | wood | 373 |Road: 0 |
[2021-09-23 20:10:36,046] CRITICAL: Unknown resource Cell (16, 19) |Resource | wood | 373 |Road: 0 |
[2021-09-23 20:10:36,046] CRITICAL: Unknown resource Cell (17, 13) |Resource | wood | 394 |Road: 0 |
[2021-09-23 20:10:36,046] CRITICAL: Unknown resource Cell (17, 18) |Resource | wood | 394 |Road: 0 |
[2021-09-23 20:10:36,046] CRITICAL: Unknown resource Cell (18, 14) |Resource | wood | 405 |Road: 0 |
[2021-09-23 20:10:36,046] CRITICAL: Unknown resource Cell (18, 17) |Resource | wood | 405 |Road: 0 |
[2021-09-23 20:10:36,046] CRITICAL: Unknown resource Cell (22, 0) |Resource | wood | 392 |Road: 0 |
[2021-09-23 20:10:36,046] CRITICAL: Unknown resource Cell (22, 1) |Resource | wood | 343 |Road: 0 |
[2021-09-23 20:10:36,046] CRITICAL: Unknown resource Cell (22, 30) |Resource | wood | 343 |Road: 0 |
[2021-09-23 20:10:36,046] CRITICAL: Unknown resource Cell (22, 31) |Resource | wood | 392 |Road: 0 |
[2021-09-23 20:10:36,046] CRITICAL: Unknown resource Cell (23, 0) |Resource | wood | 429 |Road: 0 |
[2021-09-23 20:10:36,046] CRITICAL: Unknown resource Cell (23, 1) |Resource | wood | 424 |Road: 0 |
[2021-09-23 20:10:36,046] CRITICAL: Unknown resource Cell (23, 30) |Resource | wood | 424 |Road: 0 |
[2021-09-23 20:10:36,046] CRITICAL: Unknown resource Cell (23, 31) |Resource | wood | 429 |Road: 0 |
[2021-09-23 20:10:36,047] CRITICAL: Unknown resource Cell (31, 8) |Resource | wood | 398 |Road: 0 |
[2021-09-23 20:10:36,047] CRITICAL: Unknown resource Cell (31, 9) |Resource | wood | 410 |Road: 0 |
[2021-09-23 20:10:36,047] CRITICAL: Unknown resource Cell (31, 15) |Resource | wood | 405 |Road: 0 |
[2021-09-23 20:10:36,047] CRITICAL: Unknown resource Cell (31, 16) |Resource | wood | 405 |Road: 0 |
[2021-09-23 20:10:36,047] CRITICAL: Unknown resource Cell (31, 22) |Resource | wood | 410 |Road: 0 |
[2021-09-23 20:10:36,047] CRITICAL: Unknown resource Cell (31, 23) |Resource | wood | 398 |Road: 0 |
[2021-09-23 20:10:36,172] CRITICAL: Unknown resource Cell (0, 1) |Resource | wood | 363 |Road: 0 |
[2021-09-23 20:10:36,172] CRITICAL: Unknown resource Cell (0, 30) |Resource | wood | 363 |Road: 0 |
[2021-09-23 20:10:36,172] CRITICAL: Unknown resource Cell (1, 0) |Resource | wood | 413 |Road: 0 |
[2021-09-23 20:10:36,172] CRITICAL: Unknown resource Cell (1, 31) |Resource | wood | 413 |Road: 0 |
[2021-09-23 20:10:36,172] CRITICAL: Unknown resource Cell (4, 13) |Resource | wood | 399 |Road: 0 |
[2021-09-23 20:10:36,172] CRITICAL: Unknown resource Cell (4, 18) |Resource | wood | 399 |Road: 0 |
[2021-09-23 20:10:36,172] CRITICAL: Unknown resource Cell (5, 12) |Resource | wood | 420 |Road: 0 |
[2021-09-23 20:10:36,172] CRITICAL: Unknown resource Cell (5, 13) |Resource | wood | 414 |Road: 0 |
[2021-09-23 20:10:36,172] CRITICAL: Unknown resource Cell (5, 18) |Resource | wood | 414 |Road: 0 |
[2021-09-23 20:10:36,172] CRITICAL: Unknown resource Cell (5, 19) |Resource | wood | 420 |Road: 0 |
[2021-09-23 20:10:36,172] CRITICAL: Unknown resource Cell (6, 12) |Resource | wood | 399 |Road: 0 |
[2021-09-23 20:10:36,172] CRITICAL: Unknown resource Cell (6, 19) |Resource | wood | 399 |Road: 0 |
[2021-09-23 20:10:36,172] CRITICAL: Unknown resource Cell (7, 11) |Resource | wood | 427 |Road: 0 |
[2021-09-23 20:10:36,172] CRITICAL: Unknown resource Cell (7, 20) |Resource | wood | 427 |Road: 0 |
[2021-09-23 20:10:36,172] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:10:36,172] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 700 |Road: 0 |
[2021-09-23 20:10:36,172] CRITICAL: Unknown resource Cell (8, 12) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:10:36,172] CRITICAL: Unknown resource Cell (8, 19) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:10:36,172] CRITICAL: Unknown resource Cell (8, 20) |Resource | wood | 700 |Road: 0 |
[2021-09-23 20:10:36,172] CRITICAL: Unknown resource Cell (8, 21) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:10:36,172] CRITICAL: Unknown resource Cell (12, 10) |Resource | wood | 373 |Road: 0 |
[2021-09-23 20:10:36,172] CRITICAL: Unknown resource Cell (12, 21) |Resource | wood | 373 |Road: 0 |
[2021-09-23 20:10:36,172] CRITICAL: Unknown resource Cell (13, 9) |Resource | wood | 387 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (13, 10) |Resource | wood | 417 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (13, 11) |Resource | wood | 440 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (13, 20) |Resource | wood | 440 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (13, 21) |Resource | wood | 417 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (13, 22) |Resource | wood | 387 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (14, 10) |Resource | wood | 373 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (14, 11) |Resource | wood | 376 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (14, 12) |Resource | wood | 372 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (14, 19) |Resource | wood | 372 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (14, 20) |Resource | wood | 376 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (14, 21) |Resource | wood | 373 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (15, 10) |Resource | wood | 428 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (15, 11) |Resource | wood | 418 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (15, 20) |Resource | wood | 418 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (15, 21) |Resource | wood | 428 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (16, 12) |Resource | wood | 383 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (16, 19) |Resource | wood | 383 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (17, 13) |Resource | wood | 404 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (17, 18) |Resource | wood | 404 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (18, 14) |Resource | wood | 416 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (18, 17) |Resource | wood | 416 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (22, 0) |Resource | wood | 402 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (22, 1) |Resource | wood | 352 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (22, 30) |Resource | wood | 352 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (22, 31) |Resource | wood | 402 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (23, 0) |Resource | wood | 440 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (23, 1) |Resource | wood | 435 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (23, 30) |Resource | wood | 435 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (23, 31) |Resource | wood | 440 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (31, 8) |Resource | wood | 408 |Road: 0 |
[2021-09-23 20:10:36,173] CRITICAL: Unknown resource Cell (31, 9) |Resource | wood | 421 |Road: 0 |
[2021-09-23 20:10:36,174] CRITICAL: Unknown resource Cell (31, 15) |Resource | wood | 416 |Road: 0 |
[2021-09-23 20:10:36,174] CRITICAL: Unknown resource Cell (31, 16) |Resource | wood | 416 |Road: 0 |
[2021-09-23 20:10:36,174] CRITICAL: Unknown resource Cell (31, 22) |Resource | wood | 421 |Road: 0 |
[2021-09-23 20:10:36,174] CRITICAL: Unknown resource Cell (31, 23) |Resource | wood | 408 |Road: 0 |
[2021-09-23 20:10:36,303] CRITICAL: Unknown resource Cell (0, 1) |Resource | wood | 373 |Road: 0 |
[2021-09-23 20:10:36,303] CRITICAL: Unknown resource Cell (0, 30) |Resource | wood | 373 |Road: 0 |
[2021-09-23 20:10:36,303] CRITICAL: Unknown resource Cell (1, 0) |Resource | wood | 424 |Road: 0 |
[2021-09-23 20:10:36,303] CRITICAL: Unknown resource Cell (1, 31) |Resource | wood | 424 |Road: 0 |
[2021-09-23 20:10:36,303] CRITICAL: Unknown resource Cell (4, 13) |Resource | wood | 409 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (4, 18) |Resource | wood | 409 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (5, 12) |Resource | wood | 431 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (5, 13) |Resource | wood | 425 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (5, 18) |Resource | wood | 425 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (5, 19) |Resource | wood | 431 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (6, 12) |Resource | wood | 409 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (6, 19) |Resource | wood | 409 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (7, 11) |Resource | wood | 438 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (7, 20) |Resource | wood | 438 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 680 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (8, 12) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (8, 19) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (8, 20) |Resource | wood | 680 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (8, 21) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (12, 10) |Resource | wood | 383 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (12, 21) |Resource | wood | 383 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (13, 9) |Resource | wood | 397 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (13, 10) |Resource | wood | 428 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (13, 11) |Resource | wood | 451 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (13, 20) |Resource | wood | 451 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (13, 21) |Resource | wood | 428 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (13, 22) |Resource | wood | 397 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (14, 10) |Resource | wood | 383 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (14, 11) |Resource | wood | 386 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (14, 12) |Resource | wood | 382 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (14, 19) |Resource | wood | 382 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (14, 20) |Resource | wood | 386 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (14, 21) |Resource | wood | 383 |Road: 0 |
[2021-09-23 20:10:36,304] CRITICAL: Unknown resource Cell (15, 10) |Resource | wood | 439 |Road: 0 |
[2021-09-23 20:10:36,305] CRITICAL: Unknown resource Cell (15, 11) |Resource | wood | 429 |Road: 0 |
[2021-09-23 20:10:36,305] CRITICAL: Unknown resource Cell (15, 20) |Resource | wood | 429 |Road: 0 |
[2021-09-23 20:10:36,305] CRITICAL: Unknown resource Cell (15, 21) |Resource | wood | 439 |Road: 0 |
[2021-09-23 20:10:36,305] CRITICAL: Unknown resource Cell (16, 12) |Resource | wood | 393 |Road: 0 |
[2021-09-23 20:10:36,305] CRITICAL: Unknown resource Cell (16, 19) |Resource | wood | 393 |Road: 0 |
[2021-09-23 20:10:36,305] CRITICAL: Unknown resource Cell (17, 13) |Resource | wood | 415 |Road: 0 |
[2021-09-23 20:10:36,305] CRITICAL: Unknown resource Cell (17, 18) |Resource | wood | 415 |Road: 0 |
[2021-09-23 20:10:36,305] CRITICAL: Unknown resource Cell (18, 14) |Resource | wood | 427 |Road: 0 |
[2021-09-23 20:10:36,305] CRITICAL: Unknown resource Cell (18, 17) |Resource | wood | 427 |Road: 0 |
[2021-09-23 20:10:36,305] CRITICAL: Unknown resource Cell (22, 0) |Resource | wood | 413 |Road: 0 |
[2021-09-23 20:10:36,305] CRITICAL: Unknown resource Cell (22, 1) |Resource | wood | 361 |Road: 0 |
[2021-09-23 20:10:36,305] CRITICAL: Unknown resource Cell (22, 30) |Resource | wood | 361 |Road: 0 |
[2021-09-23 20:10:36,305] CRITICAL: Unknown resource Cell (22, 31) |Resource | wood | 413 |Road: 0 |
[2021-09-23 20:10:36,305] CRITICAL: Unknown resource Cell (23, 0) |Resource | wood | 451 |Road: 0 |
[2021-09-23 20:10:36,305] CRITICAL: Unknown resource Cell (23, 1) |Resource | wood | 446 |Road: 0 |
[2021-09-23 20:10:36,305] CRITICAL: Unknown resource Cell (23, 30) |Resource | wood | 446 |Road: 0 |
[2021-09-23 20:10:36,305] CRITICAL: Unknown resource Cell (23, 31) |Resource | wood | 451 |Road: 0 |
[2021-09-23 20:10:36,305] CRITICAL: Unknown resource Cell (31, 8) |Resource | wood | 419 |Road: 0 |
[2021-09-23 20:10:36,305] CRITICAL: Unknown resource Cell (31, 9) |Resource | wood | 432 |Road: 0 |
[2021-09-23 20:10:36,305] CRITICAL: Unknown resource Cell (31, 15) |Resource | wood | 427 |Road: 0 |
[2021-09-23 20:10:36,305] CRITICAL: Unknown resource Cell (31, 16) |Resource | wood | 427 |Road: 0 |
[2021-09-23 20:10:36,305] CRITICAL: Unknown resource Cell (31, 22) |Resource | wood | 432 |Road: 0 |
[2021-09-23 20:10:36,305] CRITICAL: Unknown resource Cell (31, 23) |Resource | wood | 419 |Road: 0 |
[2021-09-23 20:10:36,435] CRITICAL: Unknown resource Cell (0, 1) |Resource | wood | 383 |Road: 0 |
[2021-09-23 20:10:36,435] CRITICAL: Unknown resource Cell (0, 30) |Resource | wood | 383 |Road: 0 |
[2021-09-23 20:10:36,435] CRITICAL: Unknown resource Cell (1, 0) |Resource | wood | 435 |Road: 0 |
[2021-09-23 20:10:36,435] CRITICAL: Unknown resource Cell (1, 31) |Resource | wood | 435 |Road: 0 |
[2021-09-23 20:10:36,435] CRITICAL: Unknown resource Cell (4, 13) |Resource | wood | 420 |Road: 0 |
[2021-09-23 20:10:36,435] CRITICAL: Unknown resource Cell (4, 18) |Resource | wood | 420 |Road: 0 |
[2021-09-23 20:10:36,435] CRITICAL: Unknown resource Cell (5, 12) |Resource | wood | 442 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (5, 13) |Resource | wood | 436 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (5, 18) |Resource | wood | 436 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (5, 19) |Resource | wood | 442 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (6, 12) |Resource | wood | 420 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (6, 19) |Resource | wood | 420 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (7, 11) |Resource | wood | 449 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (7, 20) |Resource | wood | 449 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 660 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (8, 12) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (8, 19) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (8, 20) |Resource | wood | 660 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (8, 21) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (12, 10) |Resource | wood | 393 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (12, 21) |Resource | wood | 393 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (13, 9) |Resource | wood | 407 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (13, 10) |Resource | wood | 439 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (13, 11) |Resource | wood | 463 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (13, 20) |Resource | wood | 463 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (13, 21) |Resource | wood | 439 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (13, 22) |Resource | wood | 407 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (14, 10) |Resource | wood | 393 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (14, 11) |Resource | wood | 396 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (14, 12) |Resource | wood | 392 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (14, 19) |Resource | wood | 392 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (14, 20) |Resource | wood | 396 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (14, 21) |Resource | wood | 393 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (15, 10) |Resource | wood | 450 |Road: 0 |
[2021-09-23 20:10:36,436] CRITICAL: Unknown resource Cell (15, 11) |Resource | wood | 440 |Road: 0 |
[2021-09-23 20:10:36,437] CRITICAL: Unknown resource Cell (15, 20) |Resource | wood | 440 |Road: 0 |
[2021-09-23 20:10:36,437] CRITICAL: Unknown resource Cell (15, 21) |Resource | wood | 450 |Road: 0 |
[2021-09-23 20:10:36,437] CRITICAL: Unknown resource Cell (16, 12) |Resource | wood | 403 |Road: 0 |
[2021-09-23 20:10:36,437] CRITICAL: Unknown resource Cell (16, 19) |Resource | wood | 403 |Road: 0 |
[2021-09-23 20:10:36,437] CRITICAL: Unknown resource Cell (17, 13) |Resource | wood | 426 |Road: 0 |
[2021-09-23 20:10:36,437] CRITICAL: Unknown resource Cell (17, 18) |Resource | wood | 426 |Road: 0 |
[2021-09-23 20:10:36,437] CRITICAL: Unknown resource Cell (18, 14) |Resource | wood | 438 |Road: 0 |
[2021-09-23 20:10:36,437] CRITICAL: Unknown resource Cell (18, 17) |Resource | wood | 438 |Road: 0 |
[2021-09-23 20:10:36,437] CRITICAL: Unknown resource Cell (22, 0) |Resource | wood | 424 |Road: 0 |
[2021-09-23 20:10:36,437] CRITICAL: Unknown resource Cell (22, 1) |Resource | wood | 371 |Road: 0 |
[2021-09-23 20:10:36,437] CRITICAL: Unknown resource Cell (22, 30) |Resource | wood | 371 |Road: 0 |
[2021-09-23 20:10:36,437] CRITICAL: Unknown resource Cell (22, 31) |Resource | wood | 424 |Road: 0 |
[2021-09-23 20:10:36,437] CRITICAL: Unknown resource Cell (23, 0) |Resource | wood | 463 |Road: 0 |
[2021-09-23 20:10:36,437] CRITICAL: Unknown resource Cell (23, 1) |Resource | wood | 458 |Road: 0 |
[2021-09-23 20:10:36,437] CRITICAL: Unknown resource Cell (23, 30) |Resource | wood | 458 |Road: 0 |
[2021-09-23 20:10:36,437] CRITICAL: Unknown resource Cell (23, 31) |Resource | wood | 463 |Road: 0 |
[2021-09-23 20:10:36,437] CRITICAL: Unknown resource Cell (31, 8) |Resource | wood | 430 |Road: 0 |
[2021-09-23 20:10:36,437] CRITICAL: Unknown resource Cell (31, 9) |Resource | wood | 443 |Road: 0 |
[2021-09-23 20:10:36,437] CRITICAL: Unknown resource Cell (31, 15) |Resource | wood | 438 |Road: 0 |
[2021-09-23 20:10:36,437] CRITICAL: Unknown resource Cell (31, 16) |Resource | wood | 438 |Road: 0 |
[2021-09-23 20:10:36,437] CRITICAL: Unknown resource Cell (31, 22) |Resource | wood | 443 |Road: 0 |
[2021-09-23 20:10:36,437] CRITICAL: Unknown resource Cell (31, 23) |Resource | wood | 430 |Road: 0 |
[2021-09-23 20:10:36,567] CRITICAL: Unknown resource Cell (0, 1) |Resource | wood | 393 |Road: 0 |
[2021-09-23 20:10:36,567] CRITICAL: Unknown resource Cell (0, 30) |Resource | wood | 393 |Road: 0 |
[2021-09-23 20:10:36,567] CRITICAL: Unknown resource Cell (1, 0) |Resource | wood | 446 |Road: 0 |
[2021-09-23 20:10:36,568] CRITICAL: Unknown resource Cell (1, 31) |Resource | wood | 446 |Road: 0 |
[2021-09-23 20:10:36,568] CRITICAL: Unknown resource Cell (4, 13) |Resource | wood | 431 |Road: 0 |
[2021-09-23 20:10:36,568] CRITICAL: Unknown resource Cell (4, 18) |Resource | wood | 431 |Road: 0 |
[2021-09-23 20:10:36,568] CRITICAL: Unknown resource Cell (5, 12) |Resource | wood | 454 |Road: 0 |
[2021-09-23 20:10:36,568] CRITICAL: Unknown resource Cell (5, 13) |Resource | wood | 447 |Road: 0 |
[2021-09-23 20:10:36,568] CRITICAL: Unknown resource Cell (5, 18) |Resource | wood | 447 |Road: 0 |
[2021-09-23 20:10:36,568] CRITICAL: Unknown resource Cell (5, 19) |Resource | wood | 454 |Road: 0 |
[2021-09-23 20:10:36,568] CRITICAL: Unknown resource Cell (6, 12) |Resource | wood | 431 |Road: 0 |
[2021-09-23 20:10:36,568] CRITICAL: Unknown resource Cell (6, 19) |Resource | wood | 431 |Road: 0 |
[2021-09-23 20:10:36,568] CRITICAL: Unknown resource Cell (7, 11) |Resource | wood | 461 |Road: 0 |
[2021-09-23 20:10:36,568] CRITICAL: Unknown resource Cell (7, 20) |Resource | wood | 461 |Road: 0 |
