=== Agent Install Log ===
=== Agent Compile Log ===
=== Agent Error Log ===
[2021-09-23 20:32:58,393] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 391 |Road: 0 |
[2021-09-23 20:32:59,115] CRITICAL: Unknown resource Cell (11, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,169] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,170] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,170] CRITICAL: Unknown resource Cell (1, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,170] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,170] CRITICAL: Unknown resource Cell (2, 7) |Resource | wood | 484 |Road: 0 |
[2021-09-23 20:32:59,170] CRITICAL: Unknown resource Cell (3, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,170] CRITICAL: Unknown resource Cell (4, 4) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,170] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,170] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,170] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,170] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,170] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 484 |Road: 0 |
[2021-09-23 20:32:59,170] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,170] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,170] CRITICAL: Unknown resource Cell (11, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,170] CRITICAL: Unknown resource Cell (11, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,213] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,213] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,213] CRITICAL: Unknown resource Cell (1, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,213] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,213] CRITICAL: Unknown resource Cell (2, 7) |Resource | wood | 497 |Road: 0 |
[2021-09-23 20:32:59,213] CRITICAL: Unknown resource Cell (3, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,213] CRITICAL: Unknown resource Cell (4, 4) |Resource | wood | 492 |Road: 0 |
[2021-09-23 20:32:59,213] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,213] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,213] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 492 |Road: 0 |
[2021-09-23 20:32:59,213] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,213] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 497 |Road: 0 |
[2021-09-23 20:32:59,213] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,213] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,213] CRITICAL: Unknown resource Cell (11, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,213] CRITICAL: Unknown resource Cell (11, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,255] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,255] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,255] CRITICAL: Unknown resource Cell (1, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,255] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,255] CRITICAL: Unknown resource Cell (2, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,255] CRITICAL: Unknown resource Cell (3, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,255] CRITICAL: Unknown resource Cell (4, 4) |Resource | wood | 484 |Road: 0 |
[2021-09-23 20:32:59,255] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,255] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,255] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 484 |Road: 0 |
[2021-09-23 20:32:59,255] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,256] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,256] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,256] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,256] CRITICAL: Unknown resource Cell (11, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,256] CRITICAL: Unknown resource Cell (11, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,308] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,308] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,308] CRITICAL: Unknown resource Cell (1, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,308] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,308] CRITICAL: Unknown resource Cell (2, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,308] CRITICAL: Unknown resource Cell (3, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,308] CRITICAL: Unknown resource Cell (4, 4) |Resource | wood | 476 |Road: 0 |
[2021-09-23 20:32:59,308] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,308] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,308] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 476 |Road: 0 |
[2021-09-23 20:32:59,308] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,308] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,308] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,308] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,308] CRITICAL: Unknown resource Cell (11, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,308] CRITICAL: Unknown resource Cell (11, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,353] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,353] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,353] CRITICAL: Unknown resource Cell (1, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,353] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,353] CRITICAL: Unknown resource Cell (2, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,353] CRITICAL: Unknown resource Cell (3, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,353] CRITICAL: Unknown resource Cell (4, 4) |Resource | wood | 468 |Road: 0 |
[2021-09-23 20:32:59,353] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,353] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,353] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 468 |Road: 0 |
[2021-09-23 20:32:59,353] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,353] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,353] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,353] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,353] CRITICAL: Unknown resource Cell (11, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,353] CRITICAL: Unknown resource Cell (11, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,407] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,407] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,407] CRITICAL: Unknown resource Cell (1, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,407] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,407] CRITICAL: Unknown resource Cell (2, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,407] CRITICAL: Unknown resource Cell (3, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,407] CRITICAL: Unknown resource Cell (4, 4) |Resource | wood | 460 |Road: 0 |
[2021-09-23 20:32:59,407] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,407] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,407] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 460 |Road: 0 |
[2021-09-23 20:32:59,407] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,407] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,407] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,407] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,407] CRITICAL: Unknown resource Cell (11, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,407] CRITICAL: Unknown resource Cell (11, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,462] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,462] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,462] CRITICAL: Unknown resource Cell (1, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,462] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,462] CRITICAL: Unknown resource Cell (2, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,462] CRITICAL: Unknown resource Cell (3, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,462] CRITICAL: Unknown resource Cell (4, 4) |Resource | wood | 451 |Road: 0 |
[2021-09-23 20:32:59,462] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,462] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,463] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 451 |Road: 0 |
[2021-09-23 20:32:59,463] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,463] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,463] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,463] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,463] CRITICAL: Unknown resource Cell (11, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,463] CRITICAL: Unknown resource Cell (11, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,559] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,559] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,559] CRITICAL: Unknown resource Cell (1, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,559] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,559] CRITICAL: Unknown resource Cell (2, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,559] CRITICAL: Unknown resource Cell (3, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,559] CRITICAL: Unknown resource Cell (4, 4) |Resource | wood | 442 |Road: 0 |
[2021-09-23 20:32:59,559] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,559] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,559] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 442 |Road: 0 |
[2021-09-23 20:32:59,559] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,559] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,560] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,560] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,560] CRITICAL: Unknown resource Cell (11, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,560] CRITICAL: Unknown resource Cell (11, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,616] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,616] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,616] CRITICAL: Unknown resource Cell (1, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,616] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,616] CRITICAL: Unknown resource Cell (2, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,616] CRITICAL: Unknown resource Cell (3, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,616] CRITICAL: Unknown resource Cell (4, 4) |Resource | wood | 433 |Road: 0 |
[2021-09-23 20:32:59,616] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,616] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,616] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 433 |Road: 0 |
[2021-09-23 20:32:59,616] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,616] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,616] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,616] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,616] CRITICAL: Unknown resource Cell (11, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,616] CRITICAL: Unknown resource Cell (11, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,670] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,670] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,670] CRITICAL: Unknown resource Cell (1, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,670] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,670] CRITICAL: Unknown resource Cell (2, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,670] CRITICAL: Unknown resource Cell (3, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,671] CRITICAL: Unknown resource Cell (4, 4) |Resource | wood | 424 |Road: 0 |
[2021-09-23 20:32:59,671] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,671] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,671] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 424 |Road: 0 |
[2021-09-23 20:32:59,671] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,671] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,671] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,671] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,671] CRITICAL: Unknown resource Cell (11, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,671] CRITICAL: Unknown resource Cell (11, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,739] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,739] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,739] CRITICAL: Unknown resource Cell (1, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,739] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,739] CRITICAL: Unknown resource Cell (2, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,739] CRITICAL: Unknown resource Cell (3, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,739] CRITICAL: Unknown resource Cell (4, 4) |Resource | wood | 415 |Road: 0 |
[2021-09-23 20:32:59,739] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,739] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,739] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 415 |Road: 0 |
[2021-09-23 20:32:59,739] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,739] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,739] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,739] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,739] CRITICAL: Unknown resource Cell (11, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,739] CRITICAL: Unknown resource Cell (11, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,782] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,782] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,782] CRITICAL: Unknown resource Cell (1, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,782] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,782] CRITICAL: Unknown resource Cell (2, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,782] CRITICAL: Unknown resource Cell (3, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,782] CRITICAL: Unknown resource Cell (4, 4) |Resource | wood | 405 |Road: 0 |
[2021-09-23 20:32:59,782] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,782] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,782] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 405 |Road: 0 |
[2021-09-23 20:32:59,782] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,782] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,782] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,782] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,782] CRITICAL: Unknown resource Cell (11, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,782] CRITICAL: Unknown resource Cell (11, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,824] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,824] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,824] CRITICAL: Unknown resource Cell (1, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,825] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,825] CRITICAL: Unknown resource Cell (2, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,825] CRITICAL: Unknown resource Cell (3, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,825] CRITICAL: Unknown resource Cell (4, 4) |Resource | wood | 395 |Road: 0 |
[2021-09-23 20:32:59,825] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,825] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,825] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 395 |Road: 0 |
[2021-09-23 20:32:59,825] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,825] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,825] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,825] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,825] CRITICAL: Unknown resource Cell (11, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,825] CRITICAL: Unknown resource Cell (11, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,880] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,880] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,880] CRITICAL: Unknown resource Cell (1, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,881] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,881] CRITICAL: Unknown resource Cell (2, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,881] CRITICAL: Unknown resource Cell (3, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,881] CRITICAL: Unknown resource Cell (4, 4) |Resource | wood | 385 |Road: 0 |
[2021-09-23 20:32:59,881] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,881] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,881] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 385 |Road: 0 |
[2021-09-23 20:32:59,881] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,881] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,881] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,881] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,881] CRITICAL: Unknown resource Cell (11, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,881] CRITICAL: Unknown resource Cell (11, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,934] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,934] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,934] CRITICAL: Unknown resource Cell (1, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,934] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,934] CRITICAL: Unknown resource Cell (2, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,934] CRITICAL: Unknown resource Cell (3, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,934] CRITICAL: Unknown resource Cell (4, 4) |Resource | wood | 375 |Road: 0 |
[2021-09-23 20:32:59,934] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,934] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,934] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 375 |Road: 0 |
[2021-09-23 20:32:59,934] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,934] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,934] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,934] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 500 |Road: 0 |
