=== Agent Install Log ===
=== Agent Compile Log ===
=== Agent Error Log ===
[2021-09-23 20:09:44,767] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,332] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,332] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,332] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 484 |Road: 0 |
[2021-09-23 20:09:45,332] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,332] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,332] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,332] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,332] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,332] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,332] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,332] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 484 |Road: 0 |
[2021-09-23 20:09:45,332] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,332] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 484 |Road: 0 |
[2021-09-23 20:09:45,366] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 476 |Road: 0 |
[2021-09-23 20:09:45,366] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,367] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,367] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 476 |Road: 0 |
[2021-09-23 20:09:45,367] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,367] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,367] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,367] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,367] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,367] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,367] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,367] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 476 |Road: 0 |
[2021-09-23 20:09:45,367] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,367] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 476 |Road: 0 |
[2021-09-23 20:09:45,401] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 468 |Road: 0 |
[2021-09-23 20:09:45,401] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,401] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,401] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 468 |Road: 0 |
[2021-09-23 20:09:45,401] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,401] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,401] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,401] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,401] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,401] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,401] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,401] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 468 |Road: 0 |
[2021-09-23 20:09:45,401] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,402] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 468 |Road: 0 |
[2021-09-23 20:09:45,437] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 460 |Road: 0 |
[2021-09-23 20:09:45,437] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,437] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,437] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 460 |Road: 0 |
[2021-09-23 20:09:45,437] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,437] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,437] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,437] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,437] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,437] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,437] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,438] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 460 |Road: 0 |
[2021-09-23 20:09:45,438] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,438] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 460 |Road: 0 |
[2021-09-23 20:09:45,481] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 451 |Road: 0 |
[2021-09-23 20:09:45,481] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,481] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,481] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 451 |Road: 0 |
[2021-09-23 20:09:45,481] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,482] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,482] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,482] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,482] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,482] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,482] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,482] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 451 |Road: 0 |
[2021-09-23 20:09:45,482] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,482] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 451 |Road: 0 |
[2021-09-23 20:09:45,505] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 442 |Road: 0 |
[2021-09-23 20:09:45,505] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,505] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,505] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 442 |Road: 0 |
[2021-09-23 20:09:45,505] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,505] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,506] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,506] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,506] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,506] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,506] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,506] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 442 |Road: 0 |
[2021-09-23 20:09:45,506] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,506] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 442 |Road: 0 |
[2021-09-23 20:09:45,542] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 433 |Road: 0 |
[2021-09-23 20:09:45,542] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,542] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,542] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 433 |Road: 0 |
[2021-09-23 20:09:45,542] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,542] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,542] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,542] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,542] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,542] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,542] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,542] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 433 |Road: 0 |
[2021-09-23 20:09:45,542] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,542] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 433 |Road: 0 |
[2021-09-23 20:09:45,555] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 424 |Road: 0 |
[2021-09-23 20:09:45,555] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,555] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,555] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 424 |Road: 0 |
[2021-09-23 20:09:45,555] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,555] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,555] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,555] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,555] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,555] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,555] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,555] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 424 |Road: 0 |
[2021-09-23 20:09:45,555] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,555] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 424 |Road: 0 |
[2021-09-23 20:09:45,593] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 415 |Road: 0 |
[2021-09-23 20:09:45,593] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,593] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,593] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 415 |Road: 0 |
[2021-09-23 20:09:45,593] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,593] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,593] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,593] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,593] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,593] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,593] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,593] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 415 |Road: 0 |
[2021-09-23 20:09:45,593] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,593] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 415 |Road: 0 |
[2021-09-23 20:09:45,617] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 405 |Road: 0 |
[2021-09-23 20:09:45,617] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,617] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,617] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 405 |Road: 0 |
[2021-09-23 20:09:45,617] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,617] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,617] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,617] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,618] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,618] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,618] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,618] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 405 |Road: 0 |
[2021-09-23 20:09:45,618] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,618] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 405 |Road: 0 |
[2021-09-23 20:09:45,658] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 395 |Road: 0 |
[2021-09-23 20:09:45,658] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,658] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,658] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 395 |Road: 0 |
[2021-09-23 20:09:45,658] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,658] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,658] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,658] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,658] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,658] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,658] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,658] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 395 |Road: 0 |
[2021-09-23 20:09:45,658] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,658] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 395 |Road: 0 |
[2021-09-23 20:09:45,688] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 385 |Road: 0 |
[2021-09-23 20:09:45,688] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,688] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,688] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 385 |Road: 0 |
[2021-09-23 20:09:45,688] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,688] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,688] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,688] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,688] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,688] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,688] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,688] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 385 |Road: 0 |
[2021-09-23 20:09:45,688] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,688] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 385 |Road: 0 |
[2021-09-23 20:09:45,720] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 375 |Road: 0 |
[2021-09-23 20:09:45,720] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,720] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,720] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 375 |Road: 0 |
[2021-09-23 20:09:45,720] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,720] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,720] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,720] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,721] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,721] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,721] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,721] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 375 |Road: 0 |
[2021-09-23 20:09:45,721] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,721] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 375 |Road: 0 |
[2021-09-23 20:09:45,754] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 364 |Road: 0 |
[2021-09-23 20:09:45,754] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,754] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,754] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 364 |Road: 0 |
[2021-09-23 20:09:45,755] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,755] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,755] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,755] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,755] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,755] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,755] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,755] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 364 |Road: 0 |
[2021-09-23 20:09:45,755] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,755] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 364 |Road: 0 |
[2021-09-23 20:09:45,782] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 353 |Road: 0 |
[2021-09-23 20:09:45,782] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,782] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,783] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 353 |Road: 0 |
[2021-09-23 20:09:45,783] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,783] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,783] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,783] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,783] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,783] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,783] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,783] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 353 |Road: 0 |
[2021-09-23 20:09:45,783] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,783] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 353 |Road: 0 |
[2021-09-23 20:09:45,818] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 342 |Road: 0 |
[2021-09-23 20:09:45,818] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,818] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,818] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 342 |Road: 0 |
[2021-09-23 20:09:45,818] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,818] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,818] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,818] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,818] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,818] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,818] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,818] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 342 |Road: 0 |
[2021-09-23 20:09:45,818] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,818] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 342 |Road: 0 |
[2021-09-23 20:09:45,839] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 331 |Road: 0 |
[2021-09-23 20:09:45,839] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,839] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,839] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 331 |Road: 0 |
[2021-09-23 20:09:45,839] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,839] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,839] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,839] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,839] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,839] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,839] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,840] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 331 |Road: 0 |
[2021-09-23 20:09:45,840] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,840] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 331 |Road: 0 |
[2021-09-23 20:09:45,873] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 319 |Road: 0 |
[2021-09-23 20:09:45,873] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 500 |Road: 0 |
